,ID,Name,Report,Date,Year,Version,Link
0,IVDN,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,06/23/2017,2017,1,https://www.otcmarkets.com/otcapi/company/financial-report/174794/content
1,IVDN,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,02/09/2017,2017,2,https://www.otcmarkets.com/otcapi/company/financial-report/166180/content
0,HERB,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,02/28/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/321685/content
1,HERB,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,09/29/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/305180/content
2,HERB,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,09/24/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/304061/content
0,APLD,INNOVATIVE DESIGNS INC,Annual Report - Amended Pink Disclosure Statement,11/15/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/311686/content
1,APLD,INNOVATIVE DESIGNS INC,Annual Report - Amended Pink Disclosure Statement,11/04/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/309557/content
2,APLD,INNOVATIVE DESIGNS INC,Annual Report - Amended Pink Disclosure Statement,10/22/2021,2021,3,https://www.otcmarkets.com/otcapi/company/financial-report/307699/content
3,APLD,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,09/10/2021,2021,4,https://www.otcmarkets.com/otcapi/company/financial-report/301644/content
4,APLD,INNOVATIVE DESIGNS INC,Annual Report - Consolidated Financial Statements 2021 and 2020,08/13/2021,2021,5,https://www.otcmarkets.com/otcapi/company/financial-report/295803/content
0,GEGP,INNOVATIVE DESIGNS INC,"Annual Report - Annual Report-Annual Report- Financial Statement for Year Ended January 31, 2022",05/11/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/332118/content
1,GEGP,INNOVATIVE DESIGNS INC,"Annual Report - Annual Report - Annual Report- Disclosure Statement for Year Ended January 31, 2022",05/11/2022,2022,2,https://www.otcmarkets.com/otcapi/company/financial-report/332116/content
2,GEGP,INNOVATIVE DESIGNS INC,"Annual Report - Annual Report- Disclosure Statement for Year Ended January 31, 2021",09/27/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/304735/content
3,GEGP,INNOVATIVE DESIGNS INC,"Annual Report - Annual Report- Disclosure Statement for Year Ended January 31, 2020",09/27/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/304734/content
0,EEGI,INNOVATIVE DESIGNS INC,Annual Report - 2020_AD,10/24/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/307817/content
1,EEGI,INNOVATIVE DESIGNS INC,Annual Report - 2019_AD,10/24/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/307816/content
2,EEGI,INNOVATIVE DESIGNS INC,Annual Report - 2020_AD,10/23/2021,2021,3,https://www.otcmarkets.com/otcapi/company/financial-report/307789/content
3,EEGI,INNOVATIVE DESIGNS INC,Annual Report - 2019_AD,10/23/2021,2021,4,https://www.otcmarkets.com/otcapi/company/financial-report/307788/content
4,EEGI,INNOVATIVE DESIGNS INC,Annual Report - Annual 2020/Notes,10/22/2021,2021,5,https://www.otcmarkets.com/otcapi/company/financial-report/307763/content
5,EEGI,INNOVATIVE DESIGNS INC,Annual Report - Shareholder Equity 2020,09/20/2021,2021,6,https://www.otcmarkets.com/otcapi/company/financial-report/303095/content
6,EEGI,INNOVATIVE DESIGNS INC,Annual Report - Shareholder Equity 2019,09/20/2021,2021,7,https://www.otcmarkets.com/otcapi/company/financial-report/303094/content
7,EEGI,INNOVATIVE DESIGNS INC,Annual Report - Annual Report 2019,09/17/2021,2021,8,https://www.otcmarkets.com/otcapi/company/financial-report/302696/content
8,EEGI,INNOVATIVE DESIGNS INC,Annual Report - Annual Financials 2019,09/17/2021,2021,9,https://www.otcmarkets.com/otcapi/company/financial-report/302695/content
9,EEGI,INNOVATIVE DESIGNS INC,Annual Report - Annual Report 2020,09/14/2021,2021,10,https://www.otcmarkets.com/otcapi/company/financial-report/302164/content
10,EEGI,INNOVATIVE DESIGNS INC,Annual Report - Annual Financials 2020,09/14/2021,2021,11,https://www.otcmarkets.com/otcapi/company/financial-report/302162/content
11,EEGI,INNOVATIVE DESIGNS INC,"Semi-Annual Report - Balance Sheet As of December 31, 2020",09/02/2021,2021,12,https://www.otcmarkets.com/otcapi/company/financial-report/300712/content
12,EEGI,INNOVATIVE DESIGNS INC,"Semi-Annual Report - Balance Sheet As of June 30, 2020",09/02/2021,2021,13,https://www.otcmarkets.com/otcapi/company/financial-report/300709/content
13,EEGI,INNOVATIVE DESIGNS INC,"Semi-Annual Report - Balance Sheet As of December 31, 2019",09/02/2021,2021,14,https://www.otcmarkets.com/otcapi/company/financial-report/300708/content
14,EEGI,INNOVATIVE DESIGNS INC,"Semi-Annual Report - Balance Sheet As of June 30, 2020",09/02/2021,2021,15,https://www.otcmarkets.com/otcapi/company/financial-report/300707/content
15,EEGI,INNOVATIVE DESIGNS INC,"Semi-Annual Report - Balance Sheet As of December 31, 2019",09/02/2021,2021,16,https://www.otcmarkets.com/otcapi/company/financial-report/300706/content
16,EEGI,INNOVATIVE DESIGNS INC,"Semi-Annual Report - Balance Sheet As of June 30, 2019",09/02/2021,2021,17,https://www.otcmarkets.com/otcapi/company/financial-report/300704/content
17,EEGI,INNOVATIVE DESIGNS INC,Annual Report - Annual Disclosure - 2020,08/20/2021,2021,18,https://www.otcmarkets.com/otcapi/company/financial-report/297735/content
18,EEGI,INNOVATIVE DESIGNS INC,Annual Report - Annual Disclosure - 2019,08/20/2021,2021,19,https://www.otcmarkets.com/otcapi/company/financial-report/297734/content
19,EEGI,INNOVATIVE DESIGNS INC,Annual Report - Annual P&L 2020,08/20/2021,2021,20,https://www.otcmarkets.com/otcapi/company/financial-report/297680/content
20,EEGI,INNOVATIVE DESIGNS INC,Annual Report - Annual P&L 2019,08/20/2021,2021,21,https://www.otcmarkets.com/otcapi/company/financial-report/297679/content
21,EEGI,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,10/18/2018,2018,1,https://www.otcmarkets.com/otcapi/company/financial-report/204552/content
22,EEGI,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,10/18/2018,2018,2,https://www.otcmarkets.com/otcapi/company/financial-report/204551/content
23,EEGI,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,10/12/2018,2018,3,https://www.otcmarkets.com/otcapi/company/financial-report/204172/content
24,EEGI,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,10/12/2018,2018,4,https://www.otcmarkets.com/otcapi/company/financial-report/204171/content
25,EEGI,INNOVATIVE DESIGNS INC,Annual Report - Yr End 2003 See Filing --3/10/2018 Restating Financials to Bring EEGI into Full Compliance,03/15/2018,2018,5,https://www.otcmarkets.com/otcapi/company/financial-report/188982/content
26,EEGI,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,03/17/2016,2016,1,https://www.otcmarkets.com/otcapi/company/financial-report/151663/content
27,EEGI,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,10/13/2015,2015,1,https://www.otcmarkets.com/otcapi/company/financial-report/145463/content
28,EEGI,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,09/12/2014,2014,1,https://www.otcmarkets.com/otcapi/company/financial-report/126447/content
29,EEGI,INNOVATIVE DESIGNS INC,"Annual Report - December 31, 2009 Financials",04/26/2010,2010,1,https://www.otcmarkets.com/otcapi/company/financial-report/31350/content
30,EEGI,INNOVATIVE DESIGNS INC,"Annual Report - December 31, 2008 Financials",01/06/2010,2010,2,https://www.otcmarkets.com/otcapi/company/financial-report/27698/content
31,EEGI,INNOVATIVE DESIGNS INC,"Annual Report - December 31, 2007 Financials",01/06/2010,2010,3,https://www.otcmarkets.com/otcapi/company/financial-report/27694/content
0,ATIG,INNOVATIVE DESIGNS INC,"Annual Report - Amended as of April 12, 2022",04/12/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/327362/content
1,ATIG,INNOVATIVE DESIGNS INC,"Annual Report - Amended as of April 4, 2022",04/04/2022,2022,2,https://www.otcmarkets.com/otcapi/company/financial-report/326662/content
2,ATIG,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,03/29/2022,2022,3,https://www.otcmarkets.com/otcapi/company/financial-report/325342/content
3,ATIG,INNOVATIVE DESIGNS INC,"Annual Report - Amended on October 14, 2021",10/15/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/306848/content
4,ATIG,INNOVATIVE DESIGNS INC,"Attorney Letter with Respect to Current Information - Attorney Letter to Amended Annual Report uploaded Sept 23, 2021",09/24/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/304142/content
5,ATIG,INNOVATIVE DESIGNS INC,"Annual Report - Amended Sept 23, 2021",09/23/2021,2021,3,https://www.otcmarkets.com/otcapi/company/financial-report/303951/content
6,ATIG,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,09/21/2021,2021,4,https://www.otcmarkets.com/otcapi/company/financial-report/303411/content
7,ATIG,INNOVATIVE DESIGNS INC,Annual Report - Atlantis Internet Group Financials !2-31-14,06/09/2015,2015,1,https://www.otcmarkets.com/otcapi/company/financial-report/139817/content
8,ATIG,INNOVATIVE DESIGNS INC,Annual Report - Atlantis-FS-12-31-13,04/08/2014,2014,1,https://www.otcmarkets.com/otcapi/company/financial-report/118549/content
9,ATIG,INNOVATIVE DESIGNS INC,Annual Report & Proxy Statement - Annual Report & Proxy Statement,08/17/2012,2012,1,https://www.otcmarkets.com/otcapi/company/financial-report/88664/content
10,ATIG,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,04/11/2012,2012,2,https://www.otcmarkets.com/otcapi/company/financial-report/77891/content
11,ATIG,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,07/29/2011,2011,1,https://www.otcmarkets.com/otcapi/company/financial-report/56606/content
12,ATIG,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,04/26/2011,2011,2,https://www.otcmarkets.com/otcapi/company/financial-report/48516/content
13,ATIG,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,10/29/2010,2010,1,https://www.otcmarkets.com/otcapi/company/financial-report/38290/content
14,ATIG,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,07/21/2009,2009,1,https://www.otcmarkets.com/otcapi/company/financial-report/22580/content
0,GMZP,INNOVATIVE DESIGNS INC,Annual Report - Annual Report For Period Ending 12/31/2022,01/22/2023,2023,1,https://www.otcmarkets.com/otcapi/company/financial-report/357333/content
1,GMZP,INNOVATIVE DESIGNS INC,"Annual Report - Annual Reports for periods ending December 31, 2020, and December 31, 2021",01/18/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/317781/content
2,GMZP,INNOVATIVE DESIGNS INC,"Attorney Letter with Respect to Current Information - Annual Reports for periods ending December 31, 2019, and December 31, 2020",09/15/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/302200/content
3,GMZP,INNOVATIVE DESIGNS INC,Annual Report - Annual Report 2020,08/19/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/297543/content
4,GMZP,INNOVATIVE DESIGNS INC,Annual Report - Annual Report 2019,08/19/2021,2021,3,https://www.otcmarkets.com/otcapi/company/financial-report/297541/content
5,GMZP,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,06/06/2006,2006,1,https://www.otcmarkets.com/otcapi/company/financial-report/7974/content
6,GMZP,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,06/06/2006,2006,2,https://www.otcmarkets.com/otcapi/company/financial-report/7971/content
0,SPZI,INNOVATIVE DESIGNS INC,"Annual Report - Supplemental Information Disclosure Statement For The Year Ended December 31, 2021 - Amended",04/04/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/326596/content
1,SPZI,INNOVATIVE DESIGNS INC,"Annual Report - Financial Statement For The Year Ended December 31, 2021 - Amended",04/04/2022,2022,2,https://www.otcmarkets.com/otcapi/company/financial-report/326593/content
2,SPZI,INNOVATIVE DESIGNS INC,"Annual Report - Supplemental information Disclosure Statement For The Year Ended December 31, 2021",04/01/2022,2022,3,https://www.otcmarkets.com/otcapi/company/financial-report/326333/content
3,SPZI,INNOVATIVE DESIGNS INC,"Annual Report - Financial Statement For The Year Ended December 31, 2021",04/01/2022,2022,4,https://www.otcmarkets.com/otcapi/company/financial-report/326332/content
4,SPZI,INNOVATIVE DESIGNS INC,"Annual Report - Supplemental information Disclosure Statement For the year ended December 31, 2020",11/03/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/309331/content
5,SPZI,INNOVATIVE DESIGNS INC,"Annual Report - Corrected - Supplemental Information Disclosure Statement For the year ended December 31, 2019",11/03/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/309329/content
6,SPZI,INNOVATIVE DESIGNS INC,"Annual Report - Supplemental Information Disclosure Statement For The Year Ended December 31, 2020",08/26/2021,2021,3,https://www.otcmarkets.com/otcapi/company/financial-report/298726/content
7,SPZI,INNOVATIVE DESIGNS INC,"Annual Report - Financial Statement For The Year Ended December 31, 2020",08/26/2021,2021,4,https://www.otcmarkets.com/otcapi/company/financial-report/298725/content
8,SPZI,INNOVATIVE DESIGNS INC,"Annual Report - Supplemental Information Disclosure Statement For The Year Ended December 31, 2019",08/26/2021,2021,5,https://www.otcmarkets.com/otcapi/company/financial-report/298719/content
9,SPZI,INNOVATIVE DESIGNS INC,"Annual Report - Financial Statement For The Year Ended December 31, 2019",08/26/2021,2021,6,https://www.otcmarkets.com/otcapi/company/financial-report/298717/content
10,SPZI,INNOVATIVE DESIGNS INC,Annual Report - Supplemental Information - 2006 - 2007 Audited Financial Statements,04/29/2008,2008,1,https://www.otcmarkets.com/otcapi/company/financial-report/14620/content
11,SPZI,INNOVATIVE DESIGNS INC,Annual Report - Spooz 2007 Year-end Disclosure Statement,02/28/2008,2008,2,https://www.otcmarkets.com/otcapi/company/financial-report/13814/content
12,SPZI,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,03/23/2005,2005,1,https://www.otcmarkets.com/otcapi/company/financial-report/2216/content
0,APWL,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,03/19/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/324070/content
1,APWL,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,09/23/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/304038/content
2,APWL,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,09/23/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/304036/content
3,APWL,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,02/01/2007,2007,1,https://www.otcmarkets.com/otcapi/company/financial-report/9821/content
4,APWL,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,05/16/2006,2006,1,https://www.otcmarkets.com/otcapi/company/financial-report/7626/content
5,APWL,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,03/14/2005,2005,1,https://www.otcmarkets.com/otcapi/company/financial-report/2050/content
0,PRKV,INNOVATIVE DESIGNS INC,Annual Report - Amended,05/02/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/330287/content
1,PRKV,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,04/14/2022,2022,2,https://www.otcmarkets.com/otcapi/company/financial-report/327665/content
2,PRKV,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,09/01/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/300523/content
3,PRKV,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,09/01/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/300522/content
0,STJO,INNOVATIVE DESIGNS INC,Annual Report - STJ Q4 2021,01/14/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/317592/content
1,STJO,INNOVATIVE DESIGNS INC,Annual Report - STJO 12/31/209,09/20/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/303121/content
2,STJO,INNOVATIVE DESIGNS INC,Annual Report - STJO 12/31/2019,09/20/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/303119/content
3,STJO,INNOVATIVE DESIGNS INC,Semi-Annual Report - STJO 6/30/2021,09/16/2021,2021,3,https://www.otcmarkets.com/otcapi/company/financial-report/302639/content
4,STJO,INNOVATIVE DESIGNS INC,Semi-Annual Report - STJO 6/30/2021,09/16/2021,2021,4,https://www.otcmarkets.com/otcapi/company/financial-report/302638/content
5,STJO,INNOVATIVE DESIGNS INC,Annual Report - STJO 12/31/2020,09/16/2021,2021,5,https://www.otcmarkets.com/otcapi/company/financial-report/302636/content
6,STJO,INNOVATIVE DESIGNS INC,Annual Report - STJO 12/31/2020,09/16/2021,2021,6,https://www.otcmarkets.com/otcapi/company/financial-report/302635/content
0,BIMO,INNOVATIVE DESIGNS INC,Annual Report - 2022 YEAR END FINANCIAL STATEMENTS,11/18/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/352414/content
1,BIMO,INNOVATIVE DESIGNS INC,Annual Report - 2022 ANNUAL OTC DISCLOSURE REPORT,11/18/2022,2022,2,https://www.otcmarkets.com/otcapi/company/financial-report/352411/content
2,BIMO,INNOVATIVE DESIGNS INC,Annual Report - 10/31/21 Disclosure Statement,12/03/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/314761/content
3,BIMO,INNOVATIVE DESIGNS INC,Annual Report - 2021/2020 Annual Report,12/03/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/314760/content
4,BIMO,INNOVATIVE DESIGNS INC,Annual Report - ANNUAL 2021/2020 DISCLOSURE REPORT.,12/01/2021,2021,3,https://www.otcmarkets.com/otcapi/company/financial-report/314600/content
5,BIMO,INNOVATIVE DESIGNS INC,Annual Report - Annual 2021 Financial Statement,12/01/2021,2021,4,https://www.otcmarkets.com/otcapi/company/financial-report/314598/content
6,BIMO,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,11/14/2021,2021,5,https://www.otcmarkets.com/otcapi/company/financial-report/311130/content
7,BIMO,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,11/01/2021,2021,6,https://www.otcmarkets.com/otcapi/company/financial-report/309073/content
8,BIMO,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,09/22/2021,2021,7,https://www.otcmarkets.com/otcapi/company/financial-report/303562/content
0,EMRH,INNOVATIVE DESIGNS INC,"Annual Report - Amended Disclosure and Financial Information December 31, 2021",08/09/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/341928/content
1,EMRH,INNOVATIVE DESIGNS INC,"Annual Report - Amended Disclosure and Financial Information December 31, 2021",07/30/2022,2022,2,https://www.otcmarkets.com/otcapi/company/financial-report/340935/content
2,EMRH,INNOVATIVE DESIGNS INC,"Annual Report - Disclosure and Financial Information December 31, 2021",02/09/2022,2022,3,https://www.otcmarkets.com/otcapi/company/financial-report/319750/content
3,EMRH,INNOVATIVE DESIGNS INC,"Annual Report - Amended Disclosure and Financial Information December 31, 2019",11/12/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/310942/content
4,EMRH,INNOVATIVE DESIGNS INC,"Annual Report - Amended Disclosure and Financial Information December 31, 2020",11/12/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/310937/content
5,EMRH,INNOVATIVE DESIGNS INC,"Annual Report - December 31, 2020 and 2019 Annual Disclosure with Financial Statements",08/31/2021,2021,3,https://www.otcmarkets.com/otcapi/company/financial-report/299898/content
6,EMRH,INNOVATIVE DESIGNS INC,"Annual Report - December 31, 2019 and 2018 Annual Disclosure with Financial Statements",08/31/2021,2021,4,https://www.otcmarkets.com/otcapi/company/financial-report/299897/content
0,QCCO,INNOVATIVE DESIGNS INC,"Annual Report - QC Holdings, Inc. 2021 Audited Annual Financial Statements",04/26/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/328963/content
1,QCCO,INNOVATIVE DESIGNS INC,"Annual Report - QC Holdings, Inc. 2020 Annual Audited Financial Statement Report",09/03/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/300818/content
0,NHLG,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,03/21/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/324193/content
1,NHLG,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,09/14/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/302152/content
2,NHLG,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,09/14/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/302151/content
3,NHLG,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,04/11/2006,2006,1,https://www.otcmarkets.com/otcapi/company/financial-report/7185/content
0,SCAL,INNOVATIVE DESIGNS INC,Annual Report - Financial Statements for 2022 Annual,11/27/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/353235/content
1,SCAL,INNOVATIVE DESIGNS INC,Annual Report - Financial Statements for 2021 Annual,11/19/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/312286/content
2,SCAL,INNOVATIVE DESIGNS INC,Annual Report - Financial Statements for 2020 Annual,09/21/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/303287/content
3,SCAL,INNOVATIVE DESIGNS INC,Annual Report - Financial Statements for 2019 Annual,09/21/2021,2021,3,https://www.otcmarkets.com/otcapi/company/financial-report/303283/content
0,SPBV,INNOVATIVE DESIGNS INC,"Annual Report - Annual Report - Amended Annual Disclosure Report and Financial Statements for FY ended December 31, 2021",10/17/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/348891/content
1,SPBV,INNOVATIVE DESIGNS INC,"Annual Report - Amended Annual Disclosure Report and Financial Statements for FY ended December 31, 2021",03/13/2022,2022,2,https://www.otcmarkets.com/otcapi/company/financial-report/323403/content
2,SPBV,INNOVATIVE DESIGNS INC,"Annual Report - Annual Disclosure Report and Financial Statements for FY ended December 31, 2021",03/07/2022,2022,3,https://www.otcmarkets.com/otcapi/company/financial-report/322720/content
3,SPBV,INNOVATIVE DESIGNS INC,Annual Report - Disclosure Statements & Financial Statements 2020,09/25/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/304362/content
4,SPBV,INNOVATIVE DESIGNS INC,Annual Report - Disclosure Statements & Financial Statements 2019,09/25/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/304361/content
0,UVSS,INNOVATIVE DESIGNS INC,Annual Report - Amended with Financials,02/07/2023,2023,1,https://www.otcmarkets.com/otcapi/company/financial-report/358636/content
1,UVSS,INNOVATIVE DESIGNS INC,Annual Report - Amended,02/07/2023,2023,2,https://www.otcmarkets.com/otcapi/company/financial-report/358635/content
2,UVSS,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,02/01/2023,2023,3,https://www.otcmarkets.com/otcapi/company/financial-report/358301/content
3,UVSS,INNOVATIVE DESIGNS INC,Semi-Annual Report - Semi-Annual Report,07/08/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/339163/content
4,UVSS,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,03/30/2022,2022,2,https://www.otcmarkets.com/otcapi/company/financial-report/325541/content
5,UVSS,INNOVATIVE DESIGNS INC,Annual Report - Annual Report 12/31/2020,09/10/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/301655/content
6,UVSS,INNOVATIVE DESIGNS INC,Annual Report - Annual Report 12/31/2019,09/10/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/301654/content
0,INTK,INNOVATIVE DESIGNS INC,Attorney Letter with Respect to Current Information - Attorney Letter With Respect to Annual Report 12/31/2021,05/05/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/327780/content
1,INTK,INNOVATIVE DESIGNS INC,"Annual Report - Annual Report as of December 31, 2021",03/28/2022,2022,2,https://www.otcmarkets.com/otcapi/company/financial-report/324931/content
2,INTK,INNOVATIVE DESIGNS INC,"Annual Report - Annual Disclosure Statement as of December 31, 2021",03/28/2022,2022,3,https://www.otcmarkets.com/otcapi/company/financial-report/324925/content
3,INTK,INNOVATIVE DESIGNS INC,"Attorney Letter with Respect to Current Information - Attorney Letter With Respect to Annual Report 12/31/2020 and Q1, Q2, Q3 2021",12/07/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/314861/content
4,INTK,INNOVATIVE DESIGNS INC,"Annual Report - Annual Disclosure Statement as of December 31, 2020",11/23/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/303545/content
5,INTK,INNOVATIVE DESIGNS INC,"Annual Report - Annual Report As of December 32, 2020",11/23/2021,2021,3,https://www.otcmarkets.com/otcapi/company/financial-report/303546/content
6,INTK,INNOVATIVE DESIGNS INC,"Annual Report - Annual Disclosure Statement as of December 31, 2021",03/28/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/324925/content
7,INTK,INNOVATIVE DESIGNS INC,"Attorney Letter with Respect to Current Information - Attorney Letter With Respect to Annual Report 12/31/2020 and Q1, Q2, Q3 2021",12/07/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/314861/content
8,INTK,INNOVATIVE DESIGNS INC,"Annual Report - Annual Disclosure Statement as of December 31, 2020",11/23/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/303545/content
9,INTK,INNOVATIVE DESIGNS INC,"Annual Report - Annual Report As of December 32, 2020",11/23/2021,2021,3,https://www.otcmarkets.com/otcapi/company/financial-report/303546/content
10,INTK,INNOVATIVE DESIGNS INC,"Annual Report - Annual Disclosure Statement as of December 31, 2020",11/22/2021,2021,4,https://www.otcmarkets.com/otcapi/company/financial-report/312644/content
11,INTK,INNOVATIVE DESIGNS INC,"Annual Report - Annual Report As of December 31, 2020",11/22/2021,2021,5,https://www.otcmarkets.com/otcapi/company/financial-report/312643/content
12,INTK,INNOVATIVE DESIGNS INC,"Annual Report - Annual Disclosure Statement as of December 31, 2019",11/22/2021,2021,6,https://www.otcmarkets.com/otcapi/company/financial-report/312639/content
13,INTK,INNOVATIVE DESIGNS INC,"Annual Report - Annual Report As of December 31, 2019",11/22/2021,2021,7,https://www.otcmarkets.com/otcapi/company/financial-report/312638/content
14,INTK,INNOVATIVE DESIGNS INC,Annual Report - Annual Disclosure Statement as of 12/31/2018,03/29/2019,2019,1,https://www.otcmarkets.com/otcapi/company/financial-report/214795/content
15,INTK,INNOVATIVE DESIGNS INC,"Annual Report - Annual Report as of December 31, 2018",03/29/2019,2019,2,https://www.otcmarkets.com/otcapi/company/financial-report/214763/content
16,INTK,INNOVATIVE DESIGNS INC,Attorney Letter with Respect to Current Information - Attorney Letter With Respect to Annual Report 12/31/2017,10/18/2018,2018,1,https://www.otcmarkets.com/otcapi/company/financial-report/204543/content
17,INTK,INNOVATIVE DESIGNS INC,"Annual Report - Annual Report as of December 31, 2017",10/18/2018,2018,2,https://www.otcmarkets.com/otcapi/company/financial-report/204497/content
18,INTK,INNOVATIVE DESIGNS INC,"Annual Report - Annual Report December 31, 2016",10/02/2018,2018,3,https://www.otcmarkets.com/otcapi/company/financial-report/203563/content
19,INTK,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,04/08/2016,2016,1,https://www.otcmarkets.com/otcapi/company/financial-report/152758/content
20,INTK,INNOVATIVE DESIGNS INC,Annual Report - Audited Financial Report,08/20/2015,2015,1,https://www.otcmarkets.com/otcapi/company/financial-report/143565/content
21,INTK,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,05/15/2015,2015,2,https://www.otcmarkets.com/otcapi/company/financial-report/138380/content
22,INTK,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,04/24/2015,2015,3,https://www.otcmarkets.com/otcapi/company/financial-report/136582/content
