Other Flag,Trading symbol,Exact title and class of securities outstanding,CUSIP,Par/stated value,Total shares authorized,Authorized Date,Total shares oustanding,Outstanding Date,Number of shares in the Public Float, Public float Date,Total number of shareholders of Record,Shareholders Date,ID,Submission Year,Submission Year File Number,file,Link
False, DPUI,Common,25472D107, $0.001,," June 30, 2022",,,,,,,DPUI,2022,1,DPUI_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/352111/content
False, DRGV,Common,26144J100, .001,," December 31, 2020"," 2,/10,188,725 "," December 31, 2020"," 2,048,354,160 "," December 31, 2020", 148 ," December 31, 2020",DRGV,2021,1,DRGV_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/299041/content
False, DRGV,Common,26144J100, .001,," December 31, 2019"," 2,/10,188,725 "," December 31, 2019"," 2,048,354,160 "," December 31, 2019", 148 ," December 31, 2019",DRGV,2021,2,DRGV_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/299037/content
False, DRGV,Common,26144J100, .001,," December 31, 2021"," 36,849,188,725 "," December 31, 2021"," 2,048,354,160 "," December 31, 2021", 151 ," December 31, 2021",DRGV,2022,1,DRGV_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/346125/content
False, DRGV,Common,26144J100, .001,," December 31, 2021"," 36,849,188,725 "," December 31, 2021"," 2,048,354,160 "," December 31, 2021", 151 ," December 31, 2021",DRGV,2022,2,DRGV_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/336390/content
False, DRGV,Common,26144J100, .001,," December 31, 2021"," 36,849,188,725 "," December 31, 2021"," 2,048,354,160 "," December 31, 2021", 151 ," December 31, 2021",DRGV,2022,3,DRGV_2022_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/333949/content
False, DROP,Common,36113304, .001,, September 30 2021," 80,000,000 ", September 30 2021," 69,413,542 45 of date: September 30 2021", September 30 2021, 69 ,,DROP,2021,1,DROP_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/311072/content
False, DROP,Common,36113304, -001,, September 30 2020," 80,000,000 ", September 30 2020," 69,413,542 ", September 30 2020, 69 , September 30 2020,DROP,2021,2,DROP_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301134/content
False, DROP,Common,36113304, -001,, September 30 2020," 80,000,000 ", September 30 2020," 69,413,542 ", September 30 2020, 69 , September 30 2020,DROP,2021,3,DROP_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/296177/content
False, DROP,Common,36113304, -001,, September 30 2020," 80,000,000 ", September 30 2020," 69,413,542 ", September 30 2020, 69 , September 30 2020,DROP,2021,4,DROP_2021_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/295512/content
False, DROP,Common,36113304, -001,, September 30 2020," 80,000,000 ", September 30 2020," 69,413,542 ", September 30 2020, 69 , September 30 2020,DROP,2021,5,DROP_2021_Annual_5.txt,https://www.otcmarkets.com/otcapi/company/financial-report/294349/content
False, DROP,Common,36113304, -001,, September 30 2020," 80,000,000 ", September 30 2020," 69,413,542 ", September 30 2020, 69 , September 30 2020,DROP,2021,7,DROP_2021_Annual_7.txt,https://www.otcmarkets.com/otcapi/company/financial-report/292898/content
False, DROP,Common,36113304, .001,, September 30 2022," 80,000,000 ", September 30 2022," 69,413,542 35 of date: September 30 2022",, 69 ,,DROP,2022,1,DROP_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/355145/content
False, DROP,Common,36113304, .001,, September 30 2022," 80,000,000 ", September 30 2022," 69,413,542 35 of date: September 30 2022",, 69 ,,DROP,2022,2,DROP_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/355132/content
False, DSUS,Common,26210M102, .0001,," June 30, 2021"," 656,331,701 "," June 30, 2021"," 57,105,042 "," June 30, 2021"," 1,234 "," June 30, 2021",DSUS,2021,1,DSUS_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302767/content
False, DSUS,Common,,,,," 656,331,701 "," June 30, 2021"," 57,105,042 "," June 30, 2021"," 1,234 "," June 30, 2021",DSUS,2021,2,DSUS_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302125/content
False, DSUS,Common,,,,," 656,331,701 "," June 30, 2020"," 57,105,042 "," June 30, 2020"," 1,234 "," June 30, 2020",DSUS,2021,3,DSUS_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302097/content
False, DYNA,Common,268119104, $0.001,," August 30, 2021"," 2,435,859,171 "," August 30, 2021"," 4,141,099 "," August 30, 2021", 150 ," August 30, 2021",DYNA,2021,1,DYNA_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/300370/content
False, DYNA,Common,268119104, $0.001,," August 30, 2021"," 2,435,859,171 "," August 30, 2021"," 4,141,099 "," August 30, 2021", 150 ," August 30, 2021",DYNA,2021,2,DYNA_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/300363/content
False, DYNA,Common,268119104, $0.001,," March 14, 2022"," 2,435,859,171 "," March 14, 2022"," 4,141,099 "," March 14, 2022", 150 ," March 14, 2022",DYNA,2022,1,DYNA_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/323429/content
False, DYNA,CommonStock,268119104, $0.001,,," 2.435,859,171 ",,,,,,DYNA,2023,1,DYNA_2023_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/361930/content
False, DYNA,Common,268119104, $0.001,," March 15, 2023"," 2,435,859,171 "," March 15, 2023"," 4,141,099 "," March 15, 2023", 150 ," March 15, 2023",DYNA,2023,2,DYNA_2023_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/361853/content
False, EBML,CommonStock,278736202CommonStock, $0.0001,," March 31, 2021"," 512,600,000 shares of common stock ",," 16,718,470 ",, 32 ,,EBML,2021,1,EBML_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/306042/content
False, EBML,CommonStock,278736202CommonStock, $0.0001,," March 31, 2020"," 512,600,000 shares of common stock ",," 16,718,470 ",, 32 ,,EBML,2021,2,EBML_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/306041/content
False, EBML,CommonStock,278736202CommonStock, $0.0001,," March 31, 2021"," 512,600,000 shares of common stock ",," 16,718,470 ",, 32 ,,EBML,2021,3,EBML_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303040/content
False, EBML,CommonStock,278736202CommonStock, $0.0001,," March 31, 2020"," 512,600,000 shares of common stock ",," 16,718,470 ",, 32 ,,EBML,2021,4,EBML_2021_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303039/content
False, ECEZ,Common,279219208, .00001,," August 31, 2021"," 16,881,274,854 "," August 31, 2021"," 16,723,690,766 "," August 31, 2021", 5 ," August 31, 2021",ECEZ,2021,1,ECEZ_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/310910/content
False, ECEZ,Common,279219208, .00001,," August 31, 2021"," 16,881,274,854 "," August 31, 2021"," 16,723,690,766 "," August 31, 2021", 5 ," August 31, 2021",ECEZ,2021,2,ECEZ_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/310908/content
False, ECEZ,Common,279219208, .00001,," August 31, 2021"," 16,881,274,854 "," August 31, 2021"," 16,723,690,766 "," August 31, 2021", 5 ," August 31, 2021",ECEZ,2021,4,ECEZ_2021_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/300614/content
False, ECEZ,Common,279219208, .00001,," August 31, 2021"," 16,881,274,854 "," August 31, 2021"," 16,723,690,766 "," August 31, 2021", 5 ," August 31, 2021",ECEZ,2021,5,ECEZ_2021_Annual_5.txt,https://www.otcmarkets.com/otcapi/company/financial-report/300611/content
False, ECEZ,Common,279219208, .00001,," May 31, 2022"," 25,061,735,917 "," May 31, 2022"," 23,779,151 ,829 "," May 31, 2022", 66 ," May 31, 2022",ECEZ,2022,1,ECEZ_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/347530/content
False, ECGR,Common,716563101, 0.00001,," December 31, 2020"," 40,790,867 "," December 31, 2020"," 13,292,728 "," December 31, 2020", 309 ," December 31, 2020",ECGR,2021,1,ECGR_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303350/content
False, ECGR,Common,716563101, 0.00001,," December 31, 2019"," 40,790,867 "," December 31, 2019"," 13,292,728 "," December 31, 2019", 309 ," December 31, 2019",ECGR,2021,2,ECGR_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303346/content
False, ECGR,Common,716563101, 0.00001,," September 30, 2021"," 140,790,867 "," September 30, 2021"," 13,292,728 "," September 30, 2021", 309 ," September 30, 2021",ECGR,2022,1,ECGR_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/325082/content
False, EEGI,CommonandPreferred,28658N402, $0.001,, 12/31/20," 8,264,529,727 ", 12/31/20," 7,578,093,798 ", 12/31/20, 93 , 12/31/20,EEGI,2021,1,EEGI_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/307817/content
False, EEGI,CommonandPreferred,28658N402, $0.001,, 12/31/19," 8,264,529,727 ", 12/31/19," 7,578,093,798 ", 12/31/19, 93 , 12/31/19,EEGI,2021,2,EEGI_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/307816/content
False, EEGI,CommonandPreferred,28658N402, $0.001,, 12/31/20," 8,264,529,727 ", 12/31/20," 7,578,093,798 ", 12/31/20, 93 , 12/31/20,EEGI,2021,3,EEGI_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/307789/content
False, EEGI,CommonandPreferred,28658N402, $0.001,, 12/31/19," 8,264,529,727 ", 12/31/19," 7,578,093,798 ", 12/31/19, 93 , 12/31/19,EEGI,2021,4,EEGI_2021_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/307788/content
False, EEGI,_CommonandPreferred,28658N402, $0.001,, 12/31/20," 8,264,529,727 ", 12/31/20," 7,578,093,798 ", 12/31/20, 93 , 12/31/20,EEGI,2021,5,EEGI_2021_Annual_5.txt,https://www.otcmarkets.com/otcapi/company/financial-report/307763/content
False, EEGI,_CommonandPreferred,28658N402, $0.001,, 12/31/19," 8,264,529,727 ", 12/31/19," 7,578,093,798 ", 12/31/19, 93 , 12/31/19,EEGI,2021,8,EEGI_2021_Annual_8.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302696/content
False, EEGI,_CommonandPreferred,28658N402, $0.001,, 12/31/20," 8,264,529,727 ", 12/31/20," 7,578,093,798 ", 12/31/20, 93 , 12/31/20,EEGI,2021,10,EEGI_2021_Annual_10.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302164/content
False, EEGI,CommonandPreferred,28658N402, $0.001,, 12/31/19," 8,264,529,727 ", 12/31/19," 7,578,093,798 ", 12/31/19, 93 , 12/31/19,EEGI,2021,18,EEGI_2021_Annual_18.txt,https://www.otcmarkets.com/otcapi/company/financial-report/297735/content
False, EEGI,CommonandPreferred,28658N402, $0.001,, 12/31/19," 8,264,529,727 ", 12/31/19," 7,578,093,798 ", 12/31/19, 93 , 12/31/19,EEGI,2021,19,EEGI_2021_Annual_19.txt,https://www.otcmarkets.com/otcapi/company/financial-report/297734/content
False, EGDD,CommonStock,276486107, $0.001,," June 30, 2021"," 21,807,548 "," June 30, 2021"," 6,773,548 "," June 30, 2021", 86 ," June 30, 2021",EGDD,2021,1,EGDD_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/310454/content
False, EGDD,CommonStock,276486107, $0.001,," December 31, 2020"," 10,307,548 "," December 31, 2020"," 6,773,548 "," December 31, 2020", 86 ," December 31, 2020",EGDD,2021,2,EGDD_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303328/content
False, EGDD,CommonStock,276486107, $0.001,," December 31, 2019"," 10,307,548 "," December 31, 2019"," 6,773,548 "," December 31, 2019", 86 ," December 31, 2019",EGDD,2021,3,EGDD_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303317/content
False, EGDD,CommonStock,276486107, $0.001,," December 31, 2021"," 21,807,548 "," December 31, 2021"," 6,773,548 "," December 31, 2021", 86 ," December 31, 2021",EGDD,2022,1,EGDD_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/335360/content
False, EGDD,CommonStock,276486107, $0.001,," December 31, 2021"," 21,807,548 "," December 31, 2021"," 6,773, 548 "," December 31, 2021", 86__," December 31, 2021",EGDD,2022,2,EGDD_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/329372/content
False, EGDD,CommonStock,276486107, $0.001,," December 31, 2021"," 21,807,548 "," December 31, 2021"," 6,773,548 "," December 31, 2021", 86 ," December 31, 2021",EGDD,2022,3,EGDD_2022_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/327739/content
False, EGOC,CommonStock,29271K106, $0.001,," December 31, 2020"," 1,307,000,000 "," December 31, 2020"," 1,121,754,216 "," December 31, 2020", 124 ," December 31, 2020",EGOC,2021,1,EGOC_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304591/content
False, EGOC,CommonStock,29271K106, $0.001,," March 30, 2022"," 1,307,000,000 "," March 30, 2022"," 1,121,754,216 "," March 30, 2022", 125 ," March 30, 2022",EGOC,2022,1,EGOC_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/327761/content
False, ELRA,CommonStock,29015T702, $0.001,," December 31, 2020"," 2,405,612,176 "," December 31, 2020"," 2,171,193,184 "," December 31, 2020", 103 ," December 31, 2020",ELRA,2021,1,ELRA_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/295986/content
False, ELRA,CommonStock,29015T702, $0.001,," December 31, 2019"," 2,405,612,176 "," December 31, 2019"," 2,171,193,184 "," December 31, 2019", 103 ," December 31, 2019",ELRA,2021,2,ELRA_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/295894/content
False, ELRA,CommonStock,29015T702, $0.001,," December 31, 2021"," 2,405,612,176 "," December 31,2021"," 2,171,193,184 "," December 31, 2021", 103 ~—," December 31, 2021",ELRA,2022,1,ELRA_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/325771/content
False, EMGE,Common,29100Q308, .001,, 12-31-2020," 58,101,111 ", 12-31-2020," 10,023,595 ", 12-31-2020, 900 , 12-31-2020,EMGE,2021,1,EMGE_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/293651/content
False, EMGE,Common,29100Q308, .001,, 12-31-2019," 57,980,000 ", 12-31-2019," 10,023,595 ", 12-31-2019, 895 , 12-31-2019,EMGE,2021,2,EMGE_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/293650/content
False, EMGE,Common,29100Q308, .001,," December 31, 2021"," 58,101,111 "," December 31, 2021"," 10,523,595 "," December 31°, 2021", 900 ," December 315', 2021",EMGE,2022,1,EMGE_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/329062/content
False, EMGE,Common,29100Q308, .001,," December 31, 2021"," 58,101,111 "," December 31, 2021"," 10,523,595 "," December 31°, 2021", 900 ," December 315', 2021",EMGE,2022,2,EMGE_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/327782/content
False, EMRH,Common,29100M109, 0.0001,," December 31, 2019"," 231,000,000 "," December 31, 2019",," December 31, 2019",," December 31, 2019",EMRH,2021,1,EMRH_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/310942/content
False, EMRH,Common,29100M109, 0.0001,," December 31, 2020"," 231,000,000 "," December 31, 2020",," December 31, 2020",," December 31, 2020",EMRH,2021,2,EMRH_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/310937/content
False, EMRH,Common,29100M109, 0.0001,," December 31, 2020"," 231,000,000 "," December 31, 2020",," December 31, 2020", 23," December 31, 2020",EMRH,2021,3,EMRH_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/299898/content
False, EMRH,Common,29100M109, 0.0001,," December 31, 2019"," 231,000,000 "," December 31, 2019",," December 31, 2019", 23," December 31, 2019",EMRH,2021,4,EMRH_2021_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/299897/content
False, EMRH,Common,29100M109, 0.0001,," December 31, 2021"," 122,582,567 "," December 31, 2021"," 2,582,567 "," December 31, 2021", 473 ," December 31, 2021",EMRH,2022,1,EMRH_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/341928/content
False, EMRH,Common,29100M109, 0.0001,," December 31, 2021"," 122,582,567 "," December 31, 2021"," 2,582,567 "," December 31, 2021", 473 ," December 31, 2021",EMRH,2022,2,EMRH_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/340935/content
False, EMRH,Common,29100M109, 0.0001,," December 31, 2021"," 122,582,567 "," December 31, 2021"," 2,982,567 "," December 31, 2021", 473 ," December 31, 2021",EMRH,2022,3,EMRH_2022_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/319750/content
False, ENGA,CommonStock,29282Q100, $0.001,, 06/30/2021," 23,082,567 ", 06/30/2021," 1,239,097 ", 06/30/2021, 464 , 06/30/2021,ENGA,2021,1,ENGA_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302630/content
False, ENGA,CommonStock,29282Q100, $0.001,, 06/30/2020," 23,082,567 ", 06/30/2020," 1,239,097 ", 06/30/2020, 464 , 06/30/2020,ENGA,2021,2,ENGA_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302628/content
False, ENGA,Common,29282Q100, $0.001,, 06/30/22," 26,996,523 ", 06/30/22," 1,439,097 ", 06/30/22, 447 , 06/30/22,ENGA,2022,2,ENGA_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/346979/content
False, ENGA,Common,29282Q100, $0.001,, 06/30/22," 26,996,523 ", 06/30/22," 1,439,097 ", 06/30/22, 464 , 06/30/22,ENGA,2022,3,ENGA_2022_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/340450/content
False, ENGA,Common,29282Q100, $0.001,, 06/30/22," 26,996,523 ", 06/30/22," 1,439,097 ", 06/30/22, 464 , 06/30/22,ENGA,2022,4,ENGA_2022_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/339823/content
False, EPGC,CommonShares,, $0.0000 1/share,," December 31, 2019"," 79,741,523 "," December 31, 2019"," 370,473 "," December 31, 2019", 302 ," December 31, 2019",EPGC,2021,1,EPGC_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/306202/content
False, EPGC,CommonShares,, $0.00001/share,," December 31, 2020"," 90 ,648 ,992 "," December 31, 2020"," 370,473 "," December 31, 2020", 302 ," December 31, 2020",EPGC,2021,3,EPGC_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/305246/content
False, EPGC,CommonShares,, $0.00001/share,," December 31, 2021"," 90,991 ,682 "," December 31, 2021"," 514,581 "," December 31, 2021", 310 ," December 31, 2021",EPGC,2022,1,EPGC_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/351274/content
False, EPGC,CommonShares,, $0.00001/share,," December 31, 2021"," 90,991 ,682 "," December 31, 2021"," 514,581 "," December 31, 2021", 310 ," December 31, 2021",EPGC,2022,3,EPGC_2022_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/328813/content
False, EPGC,CommonShares,, $0.00001/share,," December 31, 2020"," 90 ,648 ,992 "," December 31, 2020"," 370,473 "," December 31, 2020", 302 ," December 31, 2020",EPGC,2022,4,EPGC_2022_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/328812/content
False, EPGC,CommonShares,, $0.0000 1/share,," December 31, 2021"," 90,991,682 "," December 31, 2021"," 514,581 "," December 31, 2021", 310 ," December 31, 2021",EPGC,2022,5,EPGC_2022_Annual_5.txt,https://www.otcmarkets.com/otcapi/company/financial-report/323441/content
False, EQLB,CommonStock,268826104, $0.001,, 12/31/19," 2,068,756,007 ", 12/31/19," 750,357,001 ", 12/31/19, 702 ,,EQLB,2020,1,EQLB_2020_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/243821/content
False, EQLB,CommonStock,268826104, $0.001,, 12/31/19," 2,068,756,007 ", 12/31/19," 750,357,001 ", 12/31/19, 702 ,,EQLB,2020,3,EQLB_2020_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/242211/content
False, EQLB,CommonStock,268826104, $0.001,, 12/31/20," 2,060,156,007 ", 12/31/20," 750,357,001 ", 12/31/20, 702 ,,EQLB,2021,1,EQLB_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304380/content
False, EQLB,CommonStock,268826104, $0.001,, 12/31/2021," 2,169,866,007 ", 12/31/2021," 750,357,001 ", 12/31/2021, 702 ,,EQLB,2022,1,EQLB_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/324505/content
False, ESYL,Common,27785J102, $0.00001 per share,," December 31, 2020"," 6,299,826,702 "," December 31, 2020",," December 31, 2020",," December 31, 2020",ESYL,2021,1,ESYL_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/284794/content
False, ESYL,Common,27785J5102, $0.00001 per share,," December 31, 2019",," December 31, 2019"," 40,139,688 "," December 31, 2019", 24 ," December 31, 2019",ESYL,2021,2,ESYL_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/276553/content
False, ESYL,Common,27785J5102, $0.00001 per share,," December 31, 2021",," December 31, 2021",," December 31, 2021",," December 31, 2021",ESYL,2022,1,ESYL_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/328216/content
False, ETCC,CommonStock,294092, $0.05,," February 26, 2021"," 9,443,785 "," February 26, 2021"," 4,232,797 "," February 26, 2021", 215 ," August 27, 2021",ETCC,2021,1,ETCC_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/300292/content
False, ETCC,CommonStock,294092, $0.05,," February 28, 2020"," 9,443,785 "," February 28, 2020"," 4,232,797 "," February 28, 2020", 221 ," December 23, 2020 (current record date)",ETCC,2021,3,ETCC_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/268036/content
False, ETCC,CommonStock,294092, $0.05,," February 25, 2022"," 9,443,785 "," February 25, 2022"," 4,232,797 "," February 25, 2022", 150 ," June 9, 2022",ETCC,2022,1,ETCC_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/338508/content
False, ETEK,Common,27887Y106, .001,," Dec. 31, 2020"," 4,453,348,.041 "," Dec. 31, 2020",,,,,ETEK,2021,1,ETEK_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/306685/content
False, ETEK,Common,27887Y106, .001,," Dec. 31, 2019"," 2,880,613,984 "," Dec. 31, 2019",,,,,ETEK,2021,2,ETEK_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/306681/content
False, ETEK,Common,27887Y106, .001,," Dec. 31, 2020"," 4,668,350,070 "," Dec. 31, 2020",,, 37,,ETEK,2021,3,ETEK_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303118/content
False, ETEK,Common,27887Y106, .001,," Dec. 31, 2019"," 3,095,618,013 "," Dec. 31, 2019",,, 37,,ETEK,2021,4,ETEK_2021_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303115/content
False, ETEK,Common,27887Y106, 001,," December 31, 2021"," 5,076,128,933 "," December 31, 2021",,, 59,,ETEK,2022,1,ETEK_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/317790/content
False, ETEK,Common,27887Y106, 001,," Dec. 31, 2022"," 5,504,793,036 "," Dec. 31, 2022",,, 60,,ETEK,2023,1,ETEK_2023_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/356458/content
False, ETER,Common,29384T101, $0.001,," May 31, 2021"," 95,325,580 "," May 31, 2021"," 87,317,538 "," May 31, 2021", 318 ," May 31, 2021",ETER,2021,1,ETER_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/293708/content
False, ETER,Common,29384T101, $0.001,," May 31, 2020"," 95,325,580 "," May 31, 2020"," 87,317,538 "," May 31, 2020", 313 ," May 31, 2020",ETER,2021,2,ETER_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/293704/content
False, ETER,Common,29384T101, $0.001,," May 31, 2019"," 95,325,580 "," May 31, 2019"," 87,317,538 "," May 31, 2019", 312 ," May 31, 2019",ETER,2021,3,ETER_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/293700/content
False, ETER,Common,29384T101, $0.001,," May 31, 2022"," 95,325,580 "," May 31, 2022"," 87,317,538 "," May 31, 2022", 318 ," May 31, 2022",ETER,2022,1,ETER_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/348650/content
False, ETER,Common,29384T101, $0.001,," May 31, 2022"," 95,325,580 "," May 31, 2022"," 87,317,538 "," May 31, 2022", 318 ," May 31, 2022",ETER,2022,2,ETER_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/347942/content
False, EUBG,commonstocks,29385N, par value $0.0001,," June 30, 2021"," 1,701,181,423 "," June 30, 2021"," 40,076,221 "," June 30, 2021", 156 ," June 30, 2021",EUBG,2021,1,EUBG_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301206/content
False, EUBG,commonstocks,29385N, par value $0.0001,," June 30, 2021"," 1,701,181,423 "," June 30, 2021"," 40,076,221 "," June 30, 2021", 156 ," June 30, 2021",EUBG,2021,2,EUBG_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/299320/content
False, EUBG,commonstocks,29385N, par value $0.0001,," August 15, 2021"," 1,701,181,423 "," August 15, 2021"," 40,076,221 "," August 21, 2020", 568 ," August 21, 2020",EUBG,2021,3,EUBG_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/297860/content
False, EUBG,commonstocks,29385N, par value $0.0001,," August 15, 2021"," 1,701,181,423 "," August 15, 2021"," 40,076,221 "," August 21, 2020", 568 ," August 21, 2020",EUBG,2021,4,EUBG_2021_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/295881/content
False,,,,,,,,,,,,,EVCI,2021,2,EVCI_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301609/content
False,,,,,, 12/31/2021,, 12/31/2021,, 12/31/2021,, 12/31/2021,EVCI,2022,1,EVCI_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/324833/content
False, EVIO,Common,30051V106, $0.0001,," September 30, 2020"," 109,120,215 "," September 30, 2020"," 80,925,538 "," September 30, 2020", 188 ," September 30, 2020",EVIO,2021,1,EVIO_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303803/content
False,,,,,," September 30, 2021",," September 30, 2021",," September 30, 2021",," September 30, 2021",EVIO,2022,1,EVIO_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/318926/content
False, EVIO,Common,30051V106, $0.0001,," September 30, 2022"," 16,604 ,225,982 "," September 30, 2022",," September 30, 2022", 118 ," September 30, 2022",EVIO,2023,1,EVIO_2023_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/358961/content
